source_text,output_text,alt_text,modify_type
What are the ids of the students who registered for some courses but had the least number of courses for all students?,"select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, group #2 #1, superlative #1 #3, superlative #4 #3, project col:Student_Course_Registrations/student_id #5","select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, group #2 #1, superlative #1 #3, project col:Student_Course_Registrations/student_id #5, superlative #4 #3",greate/less
what are the first name and last name of all candidates?,"select tbl:Candidates, project col:People/first_name #1, project col:People/last_name #1, union #2 #3","select tbl:Candidates, project col:People/first_name #1, project col:People/last_name #1, union #2 #3.",beam
what are the first name and last name of all candidates?,"select tbl:Candidates, project col:People/first_name #1, project col:People/last_name #1, union #2 #3","select tbl:Candidates, project col:People/first_name #1, project col:People/last_name #1, union #2 #3",greate/less
What are the first and last names of all the candidates?,"select tbl:Candidates, project col:People/first_name #1, project col:People/last_name #1, union #2 #3","select tbl:Candidates, project col:People/FirstName #1, project col:People/LastName #1, union #2 #3",beam
What are the first and last names of all the candidates?,"select tbl:Candidates, project col:People/first_name #1, project col:People/last_name #1, union #2 #3","select tbl:Candidates, project col:People/first_name #1, project col:People/last_name #1, union #2 #3",greate/less
List the id of students who attended some courses?,"select col:Student_Course_Attendance, comparative #1 #1 tbl:Student_Course_Attendance, project col:Student_Course_Attendance/student_id #2","select tbl:Student_Course_Attendance, comparative #1 #1 tbl:Student_Course_Attendance, project col:StuID/student_id #2",beam
List the id of students who attended some courses?,"select col:Student_Course_Attendance, comparative #1 #1 tbl:Student_Course_Attendance, project col:Student_Course_Attendance/student_id #2","select col:Student_Course_Attendance, comparative #1 #1 tbl:Student_Course_Attendance, project col:Student_Course_Attendance/student_id #2",greate/less
What are the ids of all students who have attended at least one course?,"select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, group #2 #1, comparative #1 #3 none, project col:Student_Course_Attendance/student_id #4","select col:Student_Course_Attendance, comparative #1 #1 tbl:Student_Course_Attendance, project col:Student_Course_Attendance/student_id #2",beam
What are the ids of all students who have attended at least one course?,"select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, group #2 #1, comparative #1 #3 none, project col:Student_Course_Attendance/student_id #4","select tbl:Student_Course_Attendance, project col:Student_Course_Attendance/student_id #4, group #2 #1, comparative #1 #3 none, project tbl:Student_Course_Attendance #1",order
What are the ids of all students who have attended at least one course?,"select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, group #2 #1, comparative #1 #3 none, project col:Student_Course_Attendance/student_id #4","select tbl:Student_Course_Attendance, project col:Student_Course_Attendance/student_id #4, group #2 #1, comparative #1 #3 none, project tbl:Student_Course_Attendance #1",greate/less
What are the ids of all students for courses and what are the names of those courses?,"select tbl:Student_Course_Registrations, project col:Student_Course_Registrations/student_id #1, project tbl:Courses #1, project col:Courses/course_name #3, union #2 #4","select tbl:Student_Course_Registrations, project col:Student_Course_Registrations/student_id #1, project tbl:Courses #1, project col:Courses/course_name #4, union #2 #3",beam
What are the ids of all students for courses and what are the names of those courses?,"select tbl:Student_Course_Registrations, project col:Student_Course_Registrations/student_id #1, project tbl:Courses #1, project col:Courses/course_name #3, union #2 #4","select tbl:Student_Course_Registrations, union #2 #4, project tbl:Courses #1, project col:Courses/course_name #3, project col:Student_Course_Registrations/student_id #1",order
What are the ids of all students for courses and what are the names of those courses?,"select tbl:Student_Course_Registrations, project col:Student_Course_Registrations/student_id #1, project tbl:Courses #1, project col:Courses/course_name #3, union #2 #4","select tbl:Student_Course_Registrations, union #2 #4, project tbl:Courses #1, project col:Courses/course_name #3, project col:Student_Course_Registrations/student_id #1",greate/less
What is detail of the student who most recently registered course?,"select tbl:Students, project col:Student_Course_Registrations/registration_date #1, superlative #1 #2, project col:Students/student_details #3","select col:Student_Course_Registrations, superlative #1 #1, project col:Students/student_details #2",beam
What is detail of the student who most recently registered course?,"select tbl:Students, project col:Student_Course_Registrations/registration_date #1, superlative #1 #2, project col:Students/student_details #3","select tbl:Students, project col:Student_Course_Registrations/registration_date #1, superlative #1 #2, project col:Students/student_details #3",greate/less
What details do we have on the students who registered for courses most recently?,"select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, superlative #1 #2, project col:Students/student_details #3","select col:Student_Course_Registrations, project col:Student_Course_Registrations/registration_date #1, superlative #1 #2",beam
What details do we have on the students who registered for courses most recently?,"select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, superlative #1 #2, project col:Students/student_details #3","select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, superlative #1 #2, project col:Students/student_details #3",greate/less
How many students attend course English?,"select col:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #2 #1 equal/English, aggregate count #3","select tbl:Student_Course_Attendance, comparative #1 #1 equal/English col:Student_Course_Attendance/course_name, aggregate count #2",beam
How many students attend course English?,"select col:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #2 #1 equal/English, aggregate count #3","select col:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #2 #1lessequal//English, aggregate count #3",greate/less
How many students are attending English courses?,"select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #2 #1 equal/English, aggregate count #3","select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #3 #2 equal/English, aggregate count #4",beam
How many students are attending English courses?,"select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #2 #1 equal/English, aggregate count #3","select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #2 #1lessequal//English, aggregate count #3",greate/less
How many courses do the student whose id is 171 attend?,"select tbl:Student_Course_Attendance, project tbl:Courses #1, comparative #2 #2 equal/171 col:Courses/course_id, aggregate count #3","select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #2 #1 equal/171, aggregate count #3",beam
How many courses do the student whose id is 171 attend?,"select tbl:Student_Course_Attendance, project tbl:Courses #1, comparative #2 #2 equal/171 col:Courses/course_id, aggregate count #3","select tbl:Student_Course_Attendance, project tbl:Courses #1, comparative #2 #2great//171 col:Courses/course_id, aggregate count #3",greate/less
How many courses does the student with id 171 actually attend?,"select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #2 #2 equal/171 col:Courses/course_id, aggregate count #3","select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #2 #1 equal/171 col:Courses/course_id, aggregate count #3",beam
