id,source_text,target_text
75,Find id of the candidate who most recently accessed the course? <tbl> Addresses People Students Courses People_Addresses Student_Course_Registrations Student_Course_Attendance Candidates Candidate_Assessments </tbl> <col> address_id line_1 line_2 city zip_postcode state_province_county country person_id first_name middle_name last_name cell_mobile_number email_address login_name password student_id student_details course_id course_name course_description other_details person_address_id person_id address_id date_from date_to student_id course_id registration_date student_id course_id date_of_attendance candidate_id candidate_details candidate_id qualification assessment_date asessment_outcome_code </col>,"select col:Candidate_Assessments, project none #1, superlative max #1 #2, project col:Candidate_Assessments/candidate_id #3"
76,What is the id of the candidate who most recently accessed the course? <tbl> Addresses People Students Courses People_Addresses Student_Course_Registrations Student_Course_Attendance Candidates Candidate_Assessments </tbl> <col> address_id line_1 line_2 city zip_postcode state_province_county country person_id first_name middle_name last_name cell_mobile_number email_address login_name password student_id student_details course_id course_name course_description other_details person_address_id person_id address_id date_from date_to student_id course_id registration_date student_id course_id date_of_attendance candidate_id candidate_details candidate_id qualification assessment_date asessment_outcome_code </col>,"select col:Candidate_Assessments, project none #1, superlative max #1 #2, project col:Candidate_Assessments/candidate_id #3"
77,What is detail of the student who registered the most number of courses? <tbl> Addresses People Students Courses People_Addresses Student_Course_Registrations Student_Course_Attendance Candidates Candidate_Assessments </tbl> <col> address_id line_1 line_2 city zip_postcode state_province_county country person_id first_name middle_name last_name cell_mobile_number email_address login_name password student_id student_details course_id course_name course_description other_details person_address_id person_id address_id date_from date_to student_id course_id registration_date student_id course_id date_of_attendance candidate_id candidate_details candidate_id qualification assessment_date asessment_outcome_code </col>,"select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, group #2 #1, superlative max #1 #3, project col:Students/student_details #4"
78,What are the details of the student who registered for the most number of courses? <tbl> Addresses People Students Courses People_Addresses Student_Course_Registrations Student_Course_Attendance Candidates Candidate_Assessments </tbl> <col> address_id line_1 line_2 city zip_postcode state_province_county country person_id first_name middle_name last_name cell_mobile_number email_address login_name password student_id student_details course_id course_name course_description other_details person_address_id person_id address_id date_from date_to student_id course_id registration_date student_id course_id date_of_attendance candidate_id candidate_details candidate_id qualification assessment_date asessment_outcome_code </col>,"select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, group #2 #1, superlative max #1 #3, project col:Students/student_details #4"
81,How many registed students do each course have? List course name and the number of their registered students? <tbl> Addresses People Students Courses People_Addresses Student_Course_Registrations Student_Course_Attendance Candidates Candidate_Assessments </tbl> <col> address_id line_1 line_2 city zip_postcode state_province_county country person_id first_name middle_name last_name cell_mobile_number email_address login_name password student_id student_details course_id course_name course_description other_details person_address_id person_id address_id date_from date_to student_id course_id registration_date student_id course_id date_of_attendance candidate_id candidate_details candidate_id qualification assessment_date asessment_outcome_code </col>,"select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, group #2 #1, project col:Courses/course_name #1, union #4 #3"
83,"Find id of candidates whose assessment code is ""Pass""? <tbl> Addresses People Students Courses People_Addresses Student_Course_Registrations Student_Course_Attendance Candidates Candidate_Assessments </tbl> <col> address_id line_1 line_2 city zip_postcode state_province_county country person_id first_name middle_name last_name cell_mobile_number email_address login_name password student_id student_details course_id course_name course_description other_details person_address_id person_id address_id date_from date_to student_id course_id registration_date student_id course_id date_of_attendance candidate_id candidate_details candidate_id qualification assessment_date asessment_outcome_code </col>","select tbl:Candidate_Assessments, comparative #1 #1 equal/Pass col:Candidate_Assessments/asessment_outcome_code, project col:Candidate_Assessments/candidate_id #2"
84,What are the ids of the candidates that have an outcome code of Pass? <tbl> Addresses People Students Courses People_Addresses Student_Course_Registrations Student_Course_Attendance Candidates Candidate_Assessments </tbl> <col> address_id line_1 line_2 city zip_postcode state_province_county country person_id first_name middle_name last_name cell_mobile_number email_address login_name password student_id student_details course_id course_name course_description other_details person_address_id person_id address_id date_from date_to student_id course_id registration_date student_id course_id date_of_attendance candidate_id candidate_details candidate_id qualification assessment_date asessment_outcome_code </col>,"select tbl:Candidate_Assessments, project col:Candidate_Assessments/asessment_outcome_code #1, project col:Candidate_Assessments/asessment_outcome_code #2, comparative #1 #3 equal/Pass, project col:Candidate_Assessments/candidate_id #4"
87,What are the id of students who registered course 301? <tbl> Addresses People Students Courses People_Addresses Student_Course_Registrations Student_Course_Attendance Candidates Candidate_Assessments </tbl> <col> address_id line_1 line_2 city zip_postcode state_province_county country person_id first_name middle_name last_name cell_mobile_number email_address login_name password student_id student_details course_id course_name course_description other_details person_address_id person_id address_id date_from date_to student_id course_id registration_date student_id course_id date_of_attendance candidate_id candidate_details candidate_id qualification assessment_date asessment_outcome_code </col>,"select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #1 #2 equal/301, project col:Student_Course_Attendance/student_id #3"
88,What are the ids of the students who registered for course 301? <tbl> Addresses People Students Courses People_Addresses Student_Course_Registrations Student_Course_Attendance Candidates Candidate_Assessments </tbl> <col> address_id line_1 line_2 city zip_postcode state_province_county country person_id first_name middle_name last_name cell_mobile_number email_address login_name password student_id student_details course_id course_name course_description other_details person_address_id person_id address_id date_from date_to student_id course_id registration_date student_id course_id date_of_attendance candidate_id candidate_details candidate_id qualification assessment_date asessment_outcome_code </col>,"select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #1 #2 equal/301, project col:Student_Course_Attendance/student_id #3"
90,What are the ids of the students who registered for course 301 most recently? <tbl> Addresses People Students Courses People_Addresses Student_Course_Registrations Student_Course_Attendance Candidates Candidate_Assessments </tbl> <col> address_id line_1 line_2 city zip_postcode state_province_county country person_id first_name middle_name last_name cell_mobile_number email_address login_name password student_id student_details course_id course_name course_description other_details person_address_id person_id address_id date_from date_to student_id course_id registration_date student_id course_id date_of_attendance candidate_id candidate_details candidate_id qualification assessment_date asessment_outcome_code </col>,"select col:Student_Course_Attendance, comparative #1 #1 equal/301 col:Student_Course_Attendance/course_id, superlative max #2 #2, project col:Student_Course_Attendance/student_id #3"
91,Find distinct cities of addresses of people? <tbl> Addresses People Students Courses People_Addresses Student_Course_Registrations Student_Course_Attendance Candidates Candidate_Assessments </tbl> <col> address_id line_1 line_2 city zip_postcode state_province_county country person_id first_name middle_name last_name cell_mobile_number email_address login_name password student_id student_details course_id course_name course_description other_details person_address_id person_id address_id date_from date_to student_id course_id registration_date student_id course_id date_of_attendance candidate_id candidate_details candidate_id qualification assessment_date asessment_outcome_code </col>,"select tbl:People_Addresses, project tbl:People_Addresses #1, project col:Addresses/city #2, comparative #3 #3 none"
